"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 25, 2014","253.62","252.30","254.39","252.30","4.00M","0.56%"
"Aug 22, 2014","252.21","251.40","252.64","250.15","4.11M","0.14%"
"Aug 21, 2014","251.86","253.48","253.48","250.40","3.38M","-0.65%"
"Aug 20, 2014","253.50","253.25","254.61","252.68","2.84M","-0.18%"
"Aug 19, 2014","253.96","253.35","255.15","253.30","3.89M","0.35%"
"Aug 18, 2014","253.08","246.97","253.13","246.97","4.57M","2.58%"
"Aug 15, 2014","246.71","248.14","248.92","245.68","4.14M","-0.46%"
"Aug 14, 2014","247.86","248.06","248.39","247.23","3.19M","-0.07%"
"Aug 13, 2014","248.03","244.00","248.10","243.64","3.38M","1.79%"
"Aug 12, 2014","243.68","243.95","244.79","242.22","2.78M","-0.22%"
"Aug 11, 2014","244.22","244.80","246.54","243.88","3.48M","-0.02%"
"Aug 08, 2014","244.26","239.54","244.29","239.43","3.46M","2.01%"
"Aug 07, 2014","239.44","241.74","242.46","238.30","3.76M","-0.79%"
"Aug 06, 2014","241.34","238.23","242.17","238.23","4.01M","0.99%"
"Aug 05, 2014","238.98","239.19","241.49","237.54","5.10M","-0.57%"
"Aug 04, 2014","240.35","238.42","240.69","237.07","5.33M","1.27%"
"Aug 01, 2014","237.33","237.12","240.08","235.02","5.62M","-0.24%"
"Jul 31, 2014","237.91","240.74","241.54","236.79","5.94M","-1.43%"
"Jul 30, 2014","241.37","239.74","244.11","239.44","8.16M","1.00%"
"Jul 29, 2014","238.97","240.99","242.40","238.97","6.36M","-0.64%"
"Jul 28, 2014","240.50","240.39","241.78","238.68","3.56M","-0.02%"
"Jul 25, 2014","240.54","239.23","240.87","237.77","3.84M","0.50%"
"Jul 24, 2014","239.35","242.33","243.70","238.68","4.58M","-1.04%"
"Jul 23, 2014","241.86","242.39","242.39","240.73","4.90M","-0.14%"
"Jul 22, 2014","242.20","241.39","243.21","241.21","5.69M","0.59%"
"Jul 21, 2014","240.77","239.96","241.73","237.45","7.92M","0.56%"
"Jul 18, 2014","239.44","235.84","239.65","235.62","4.58M","1.54%"
"Jul 17, 2014","235.80","237.35","239.12","235.45","3.79M","-1.25%"
"Jul 16, 2014","238.79","236.16","239.15","236.15","5.69M","1.69%"
"Jul 15, 2014","234.83","234.40","235.77","232.74","4.69M","0.40%"
"Jul 14, 2014","233.89","236.29","236.69","232.92","4.90M","-0.73%"
"Jul 11, 2014","235.62","235.16","236.74","233.53","5.76M","0.08%"
"Jul 10, 2014","235.43","237.18","237.92","235.08","3.85M","-1.38%"
"Jul 09, 2014","238.73","238.19","239.52","238.16","3.95M","0.42%"
"Jul 08, 2014","237.72","238.37","238.46","236.54","4.61M","-0.17%"
"Jul 07, 2014","238.13","240.19","240.19","237.77","4.10M","-1.33%"
"Jul 03, 2014","241.34","237.86","241.94","237.86","6.50M","1.56%"
"Jul 02, 2014","237.64","234.99","238.29","234.99","5.04M","1.13%"
"Jul 01, 2014","234.98","234.85","237.43","234.72","16.20M","0.39%"
"Jun 30, 2014","234.06","232.53","234.58","230.78","4.34M","0.58%"
"Jun 27, 2014","232.72","233.52","233.78","231.98","5.20M","-0.77%"
"Jun 26, 2014","234.53","233.62","236.01","233.26","3.98M","0.13%"
"Jun 25, 2014","234.23","231.12","234.34","230.66","3.27M","1.22%"
"Jun 24, 2014","231.41","232.95","235.78","231.22","4.26M","-0.94%"
"Jun 23, 2014","233.61","234.71","235.58","233.04","4.10M","-0.29%"
"Jun 20, 2014","234.28","236.47","236.47","232.98","6.53M","-0.95%"
"Jun 19, 2014","236.52","237.23","238.63","235.90","3.43M","-0.22%"
"Jun 18, 2014","237.05","233.10","237.24","232.86","4.35M","1.65%"
"Jun 17, 2014","233.21","228.75","233.82","227.44","4.99M","1.91%"
"Jun 16, 2014","228.85","230.71","231.28","228.28","3.35M","-0.76%"
"Jun 13, 2014","230.61","227.97","231.12","227.73","4.23M","1.29%"
"Jun 12, 2014","227.67","230.62","230.62","227.02","5.18M","-1.62%"
"Jun 11, 2014","231.41","230.08","231.76","229.40","3.04M","0.34%"
"Jun 10, 2014","230.63","231.32","231.63","229.66","2.30M","-0.24%"
"Jun 09, 2014","231.19","232.39","233.20","230.44","3.60M","-0.48%"
"Jun 06, 2014","232.31","231.56","233.38","230.56","3.27M","0.61%"
"Jun 05, 2014","230.90","228.35","231.80","227.60","3.78M","1.37%"
"Jun 04, 2014","227.79","226.59","229.73","226.53","5.17M","0.23%"
"Jun 03, 2014","227.27","228.01","228.01","226.25","4.15M","-0.75%"
"Jun 02, 2014","228.98","230.41","230.64","228.00","3.72M","-0.46%"
"May 30, 2014","230.04","233.58","233.59","229.62","4.44M","-2.07%"
"May 29, 2014","234.91","233.20","235.03","230.98","3.45M","0.95%"
"May 28, 2014","232.70","235.60","236.21","232.51","3.27M","-1.39%"
"May 27, 2014","235.97","234.74","236.52","234.62","2.52M","0.75%"
"May 23, 2014","234.22","232.45","234.45","232.17","2.48M","0.87%"
"May 22, 2014","232.21","232.47","233.85","231.91","3.39M","0.02%"
"May 21, 2014","232.16","232.54","233.94","230.20","3.19M","0.15%"
"May 20, 2014","231.81","237.04","237.04","231.15","3.87M","-2.58%"
"May 19, 2014","237.96","236.48","238.21","236.43","2.56M","0.38%"
"May 16, 2014","237.07","237.16","237.16","233.68","3.77M","-0.16%"
"May 15, 2014","237.46","240.39","240.39","235.04","3.29M","-1.36%"
"May 14, 2014","240.74","241.03","242.38","240.42","2.64M","0.03%"
"May 13, 2014","240.66","242.38","243.45","240.45","3.11M","-0.80%"
"May 12, 2014","242.59","235.95","242.79","235.95","3.41M","3.05%"
"May 09, 2014","235.42","236.22","236.38","234.12","3.78M","-0.64%"
"May 08, 2014","236.94","237.42","240.72","236.10","3.47M","-0.34%"
"May 07, 2014","237.76","235.71","237.80","234.48","3.47M","1.03%"
"May 06, 2014","235.33","236.30","236.88","235.00","3.08M","-0.43%"
"May 05, 2014","236.35","238.95","238.95","235.44","3.54M","-1.51%"
"May 02, 2014","239.97","237.66","241.75","237.45","3.46M","1.10%"
"May 01, 2014","237.37","236.87","238.69","235.50","3.61M","0.29%"
"Apr 30, 2014","236.69","236.14","236.81","234.51","5.32M","0.04%"
"Apr 29, 2014","236.60","234.26","236.97","233.98","3.61M","1.45%"
"Apr 28, 2014","233.22","235.30","235.43","230.95","4.79M","-0.96%"
"Apr 25, 2014","235.49","237.43","238.74","234.39","4.72M","-1.29%"
"Apr 24, 2014","238.56","240.46","240.46","236.21","4.76M","-0.73%"
"Apr 23, 2014","240.32","238.58","240.89","237.93","4.49M","0.72%"
"Apr 22, 2014","238.60","238.56","239.50","237.37","4.03M","0.06%"
"Apr 21, 2014","238.45","239.60","239.60","237.24","4.38M","-0.13%"
"Apr 17, 2014","238.77","239.07","240.54","237.93","5.64M","-0.31%"
"Apr 16, 2014","239.52","239.34","240.35","237.46","3.95M","0.56%"
"Apr 15, 2014","238.18","238.12","238.30","233.14","4.29M","-0.31%"
"Apr 14, 2014","238.92","235.54","240.30","235.54","4.98M","1.88%"
"Apr 11, 2014","234.50","236.66","236.69","233.06","4.78M","-1.15%"
"Apr 10, 2014","237.22","242.60","242.62","236.34","4.20M","-2.40%"
"Apr 09, 2014","243.05","240.58","244.52","240.54","4.17M","1.54%"
"Apr 08, 2014","239.36","236.87","240.77","236.69","4.75M","1.31%"
"Apr 07, 2014","236.27","239.36","240.41","234.64","5.43M","-1.40%"
"Apr 04, 2014","239.63","242.08","244.00","238.59","4.65M","-0.61%"
"Apr 03, 2014","241.11","239.54","243.39","239.20","6.49M","0.74%"
"Apr 02, 2014","239.35","237.22","240.08","236.78","4.74M","0.83%"
"Apr 01, 2014","237.39","237.49","238.33","235.46","13.17M","0.35%"
"Mar 31, 2014","236.56","235.25","237.75","235.18","4.66M","1.23%"
"Mar 28, 2014","233.68","234.34","236.40","232.95","3.70M","-0.12%"
"Mar 27, 2014","233.95","234.16","236.22","233.21","4.38M","-0.57%"
"Mar 26, 2014","235.30","240.34","241.15","235.30","4.26M","-1.53%"
"Mar 25, 2014","238.96","238.45","240.64","238.45","3.93M","0.73%"
"Mar 24, 2014","237.24","237.81","239.38","235.24","4.00M","-0.05%"
"Mar 21, 2014","237.35","231.28","238.09","231.24","11.26M","2.70%"
"Mar 20, 2014","231.10","229.68","231.73","228.33","3.65M","0.33%"
"Mar 19, 2014","230.35","230.68","231.76","228.87","3.46M","-0.23%"
"Mar 18, 2014","230.88","226.22","230.91","225.92","4.09M","1.95%"
"Mar 17, 2014","226.47","224.44","228.58","224.32","3.11M","1.42%"
"Mar 14, 2014","223.30","222.65","223.51","221.01","3.97M","0.25%"
"Mar 13, 2014","222.75","225.90","227.15","221.16","4.19M","-1.04%"
"Mar 12, 2014","225.08","225.18","228.17","224.90","4.57M","-0.35%"
"Mar 11, 2014","225.87","227.09","229.22","225.49","4.18M","-0.22%"
"Mar 10, 2014","226.37","228.90","228.90","224.47","4.90M","-1.48%"
"Mar 07, 2014","229.76","231.11","231.19","227.11","5.84M","-0.54%"
"Mar 06, 2014","231.00","230.75","233.29","230.67","4.15M","0.47%"
"Mar 05, 2014","229.92","227.87","230.03","227.14","3.91M","0.75%"
"Mar 04, 2014","228.20","224.83","228.70","224.83","5.18M","1.80%"
"Mar 03, 2014","224.17","226.86","226.86","222.83","3.84M","-1.47%"
"Feb 28, 2014","227.52","228.25","229.39","226.56","4.31M","-0.34%"
"Feb 27, 2014","228.29","225.29","228.41","225.29","3.42M","1.50%"
"Feb 26, 2014","224.91","223.42","226.50","223.08","4.63M","0.78%"
"Feb 25, 2014","223.16","225.61","225.61","220.59","5.16M","-1.34%"
"Feb 24, 2014","226.19","229.46","229.46","226.17","4.53M","-1.76%"
"Feb 21, 2014","230.25","231.90","232.00","229.07","5.16M","-0.69%"
"Feb 20, 2014","231.84","231.67","232.40","230.14","4.60M","0.10%"
"Feb 19, 2014","231.60","234.90","235.68","231.43","6.54M","-2.06%"
"Feb 18, 2014","236.46","237.27","237.95","235.69","3.85M","-0.35%"
"Feb 14, 2014","237.30","233.20","237.53","233.07","4.91M","1.85%"
"Feb 13, 2014","233.00","229.96","233.00","229.24","4.03M","0.66%"
"Feb 12, 2014","231.48","228.86","232.37","228.86","5.28M","1.49%"
"Feb 11, 2014","228.09","223.25","228.60","222.93","5.33M","2.51%"
"Feb 10, 2014","222.50","222.81","223.16","221.45","3.57M","-0.41%"
"Feb 07, 2014","223.41","223.32","224.03","220.30","4.32M","0.66%"
"Feb 06, 2014","221.94","217.49","222.20","217.49","4.79M","2.23%"
"Feb 05, 2014","217.10","216.75","218.44","214.78","4.55M","0.18%"
"Feb 04, 2014","216.72","216.11","218.01","214.81","5.30M","0.68%"
"Feb 03, 2014","215.26","223.50","223.79","215.05","6.45M","-3.85%"
"Jan 31, 2014","223.88","224.48","226.43","222.68","4.40M","-0.77%"
"Jan 30, 2014","225.61","225.84","226.63","223.41","4.94M","0.54%"
"Jan 29, 2014","224.39","224.72","227.24","222.19","6.80M","-0.57%"
"Jan 28, 2014","225.68","224.43","229.93","222.88","8.56M","1.13%"
"Jan 27, 2014","223.15","225.74","226.70","220.61","6.80M","-0.97%"
"Jan 24, 2014","225.34","232.59","232.59","225.34","6.49M","-3.76%"
"Jan 23, 2014","234.15","236.02","236.21","233.87","5.14M","-1.07%"
"Jan 22, 2014","236.69","238.80","239.17","235.94","4.82M","-0.65%"
"Jan 21, 2014","238.24","243.33","243.33","237.37","6.34M","-1.93%"
"Jan 17, 2014","242.93","245.27","246.09","242.49","6.36M","-0.89%"
"Jan 16, 2014","245.10","245.16","247.04","244.14","4.59M","0.14%"
"Jan 15, 2014","244.75","243.98","246.03","243.59","4.42M","0.38%"
"Jan 14, 2014","243.82","241.77","243.97","241.49","5.25M","0.96%"
"Jan 13, 2014","241.49","245.82","247.15","240.91","4.56M","-1.99%"
"Jan 10, 2014","246.39","245.54","246.41","243.76","4.20M","0.29%"
"Jan 09, 2014","245.68","248.96","249.55","244.75","5.04M","-1.32%"
"Jan 08, 2014","248.96","247.11","249.66","245.79","4.61M","0.69%"
"Jan 07, 2014","247.26","247.08","249.36","246.83","4.27M","0.24%"
"Jan 06, 2014","246.66","249.47","249.77","244.83","4.13M","-0.98%"
"Jan 03, 2014","249.11","249.28","250.03","248.19","3.24M","-0.09%"
"Jan 02, 2014","249.34","251.00","252.66","248.33","4.73M","-0.84%"
"Dec 31, 2013","251.44","251.48","252.90","250.49","3.44M","0.05%"
"Dec 30, 2013","251.31","253.05","254.54","250.96","3.90M","-0.78%"
"Dec 27, 2013","253.29","249.08","253.39","249.08","3.54M","1.59%"
"Dec 26, 2013","249.33","248.39","250.47","248.39","2.59M","0.45%"
"Dec 24, 2013","248.22","244.75","248.91","244.73","2.51M","1.56%"
"Dec 23, 2013","244.40","242.04","244.57","241.94","3.94M","1.34%"
"Dec 20, 2013","241.16","244.55","245.07","241.14","12.16M","-1.37%"
"Dec 19, 2013","244.51","240.25","247.47","240.16","4.65M","1.78%"
"Dec 18, 2013","240.24","240.10","240.57","235.74","4.50M","0.14%"
"Dec 17, 2013","239.90","240.27","240.72","238.34","3.11M","-0.32%"
"Dec 16, 2013","240.68","239.83","241.13","238.91","3.68M","0.69%"
"Dec 13, 2013","239.04","237.28","239.30","237.21","3.36M","0.86%"
"Dec 12, 2013","237.01","237.74","237.91","235.56","3.25M","-0.20%"
"Dec 11, 2013","237.49","243.74","243.74","237.11","3.86M","-2.58%"
"Dec 10, 2013","243.78","244.79","246.74","243.25","3.10M","-0.40%"
"Dec 09, 2013","244.77","242.80","245.47","242.80","3.07M","0.96%"
"Dec 06, 2013","242.45","242.89","245.58","241.91","4.06M","0.09%"
"Dec 05, 2013","242.24","240.46","243.04","239.91","3.65M","0.53%"
"Dec 04, 2013","240.96","237.87","242.62","237.83","3.80M","1.41%"
"Dec 03, 2013","237.62","236.70","240.45","236.08","3.82M","0.16%"
"Dec 02, 2013","237.25","239.48","239.97","237.11","3.28M","-0.90%"
"Nov 29, 2013","239.41","240.11","241.28","237.61","2.32M","0.14%"
"Nov 27, 2013","239.08","240.23","241.59","238.75","3.07M","-0.25%"
"Nov 26, 2013","239.69","240.62","240.63","238.30","3.64M","-0.63%"
"Nov 25, 2013","241.20","242.74","242.79","240.11","3.15M","-0.66%"
"Nov 22, 2013","242.80","245.60","245.60","241.23","4.26M","-1.22%"
"Nov 21, 2013","245.80","245.93","246.68","243.63","4.04M","0.25%"
"Nov 20, 2013","245.18","247.96","249.25","244.34","3.76M","-0.89%"
"Nov 19, 2013","247.39","246.87","249.61","245.96","4.55M","0.21%"
"Nov 18, 2013","246.86","247.57","249.16","245.99","3.87M","-0.53%"
"Nov 15, 2013","248.18","246.44","249.25","246.44","4.28M","0.87%"
"Nov 14, 2013","246.05","245.03","246.84","242.97","3.90M","0.51%"
"Nov 13, 2013","244.81","244.84","244.84","241.54","4.98M","-0.33%"
"Nov 12, 2013","245.62","248.32","248.32","243.64","3.69M","-1.47%"
"Nov 11, 2013","249.28","249.64","249.91","248.23","2.65M","-0.22%"
"Nov 08, 2013","249.83","243.93","250.18","243.57","4.53M","2.57%"
"Nov 07, 2013","243.57","248.71","249.71","243.19","5.05M","-1.78%"
"Nov 06, 2013","247.99","247.73","248.53","245.50","4.10M","0.39%"
"Nov 05, 2013","247.02","246.19","247.78","243.30","5.32M","-0.05%"
"Nov 04, 2013","247.15","245.21","248.24","245.11","6.39M","1.69%"
"Nov 01, 2013","243.04","238.02","244.33","238.02","6.58M","2.16%"
"Oct 31, 2013","237.90","236.46","239.84","236.21","5.79M","0.57%"
"Oct 30, 2013","236.55","238.52","238.52","234.89","5.09M","-0.87%"
"Oct 29, 2013","238.63","235.14","238.72","234.14","6.75M","1.59%"
"Oct 28, 2013","234.89","235.78","236.84","233.35","5.06M","-0.61%"
"Oct 25, 2013","236.32","235.50","236.76","234.67","6.10M","0.17%"
"Oct 24, 2013","235.91","235.72","237.60","235.56","4.59M","0.43%"
"Oct 23, 2013","234.91","234.47","235.83","230.89","5.18M","-0.43%"
"Oct 22, 2013","235.92","234.58","236.77","234.58","5.24M","0.81%"
"Oct 21, 2013","234.02","234.08","236.42","232.94","4.75M","0.20%"
"Oct 18, 2013","233.55","232.10","233.69","231.05","5.02M","0.74%"
"Oct 17, 2013","231.83","227.78","232.53","227.32","5.58M","1.73%"
"Oct 16, 2013","227.88","228.24","229.91","226.95","4.83M","0.11%"
"Oct 15, 2013","227.63","224.34","230.58","224.34","6.69M","1.34%"
"Oct 14, 2013","224.63","222.16","225.65","220.26","4.04M","0.80%"
"Oct 11, 2013","222.84","220.54","223.49","220.40","3.95M","0.91%"
"Oct 10, 2013","220.84","216.61","221.44","216.61","4.09M","2.25%"
"Oct 09, 2013","215.99","218.25","218.32","214.71","4.24M","-0.66%"
"Oct 08, 2013","217.43","220.10","221.36","217.09","4.09M","-1.15%"
"Oct 07, 2013","219.95","219.93","221.47","218.24","3.85M","-0.66%"
"Oct 04, 2013","221.41","219.67","221.96","218.57","3.87M","0.84%"
"Oct 03, 2013","219.57","222.28","223.62","218.59","4.31M","-1.30%"
"Oct 02, 2013","222.47","220.77","222.79","220.24","4.59M","0.35%"
"Oct 01, 2013","221.69","219.28","224.00","218.97","5.56M","0.88%"
"Sep 30, 2013","219.76","218.46","220.64","215.87","5.52M","0.27%"
"Sep 27, 2013","219.17","221.06","221.12","217.51","4.18M","-1.43%"
"Sep 26, 2013","222.35","222.14","223.50","220.40","4.23M","0.25%"
"Sep 25, 2013","221.79","223.68","223.92","221.75","4.29M","-0.81%"
"Sep 24, 2013","223.59","222.69","225.06","222.00","3.89M","0.35%"
"Sep 23, 2013","222.80","223.87","225.54","222.75","3.96M","-0.59%"
"Sep 20, 2013","224.13","226.50","226.79","223.40","9.38M","-1.03%"
"Sep 19, 2013","226.47","228.45","231.17","226.12","5.09M","-0.78%"
"Sep 18, 2013","228.24","222.95","228.94","221.84","6.67M","2.40%"
"Sep 17, 2013","222.90","219.62","224.29","219.62","4.46M","1.50%"
"Sep 16, 2013","219.60","216.57","221.27","216.57","4.32M","1.53%"
"Sep 13, 2013","216.29","216.80","217.20","215.18","3.55M","-0.18%"
"Sep 12, 2013","216.69","219.32","219.32","216.13","3.78M","-1.44%"
"Sep 11, 2013","219.86","217.20","220.14","215.39","5.07M","1.05%"
"Sep 10, 2013","217.58","215.34","218.69","215.32","5.21M","1.55%"
"Sep 09, 2013","214.26","209.53","214.77","209.53","4.04M","2.72%"
"Sep 06, 2013","208.59","209.16","210.48","206.64","4.04M","0.07%"
"Sep 05, 2013","208.44","205.73","209.47","205.71","3.69M","1.20%"
"Sep 04, 2013","205.97","202.96","206.10","202.74","3.26M","1.39%"
"Sep 03, 2013","203.14","203.78","207.63","201.71","5.17M","0.30%"
"Aug 30, 2013","202.53","204.66","205.22","201.87","3.82M","-1.00%"
"Aug 29, 2013","204.57","204.61","206.42","203.96","3.67M","-0.28%"
"Aug 28, 2013","205.15","204.30","206.94","204.03","3.03M","0.35%"
"Aug 27, 2013","204.43","208.37","208.37","204.09","3.92M","-2.58%"
"Aug 26, 2013","209.84","209.88","211.86","209.56","3.16M","0.15%"
"Aug 23, 2013","209.52","210.02","211.19","208.72","3.39M","-0.03%"
"Aug 22, 2013","209.59","206.11","211.76","206.11","3.33M","2.27%"
"Aug 21, 2013","204.93","207.76","207.85","204.39","4.50M","-1.74%"
"Aug 20, 2013","208.55","206.68","210.15","205.61","3.38M","0.87%"
"Aug 19, 2013","206.75","210.86","210.91","206.32","4.05M","-2.05%"
"Aug 16, 2013","211.08","212.68","213.26","210.16","5.32M","-0.85%"
"Aug 15, 2013","212.89","214.12","214.14","210.56","4.52M","-1.46%"
"Aug 14, 2013","216.05","215.94","218.86","215.07","4.44M","0.07%"
"Aug 13, 2013","215.90","218.94","219.73","215.40","4.33M","-1.07%"
"Aug 12, 2013","218.23","217.21","221.23","216.86","6.49M","0.23%"
"Aug 09, 2013","217.74","211.12","219.42","211.12","6.48M","3.59%"
"Aug 08, 2013","210.20","206.16","211.83","206.16","5.26M","2.66%"
"Aug 07, 2013","204.76","205.36","207.04","204.01","3.16M","-0.77%"
"Aug 06, 2013","206.34","208.26","208.34","205.69","4.27M","-1.13%"
"Aug 05, 2013","208.70","208.99","210.56","208.45","3.54M","-0.30%"
"Aug 02, 2013","209.33","207.75","209.75","205.88","3.77M","0.52%"
"Aug 01, 2013","208.24","207.88","209.24","207.88","4.21M","0.97%"
"Jul 31, 2013","206.23","206.89","208.87","206.00","4.63M","-0.26%"
"Jul 30, 2013","206.76","206.71","207.68","204.48","5.25M","0.03%"
"Jul 29, 2013","206.70","206.77","207.74","205.12","4.45M","-0.22%"
"Jul 26, 2013","207.15","204.67","207.25","203.84","5.02M","0.86%"
"Jul 25, 2013","205.38","201.88","205.72","201.88","4.13M","1.29%"
"Jul 24, 2013","202.77","205.92","205.96","201.05","5.84M","-1.78%"
"Jul 23, 2013","206.44","203.99","207.48","203.99","4.95M","1.70%"
"Jul 22, 2013","202.98","201.88","203.73","201.76","2.87M","1.02%"
"Jul 19, 2013","200.93","201.50","201.74","198.92","4.39M","-0.28%"
"Jul 18, 2013","201.50","200.16","203.06","200.02","3.72M","0.73%"
"Jul 17, 2013","200.03","199.29","201.25","198.53","3.66M","0.97%"
"Jul 16, 2013","198.10","200.08","200.58","196.40","3.47M","-0.68%"
"Jul 15, 2013","199.45","197.75","200.11","197.75","3.11M","0.75%"
"Jul 12, 2013","197.96","200.70","201.01","197.05","4.67M","-1.69%"
"Jul 11, 2013","201.37","196.73","202.40","196.70","5.09M","2.83%"
"Jul 10, 2013","195.82","197.21","198.65","194.18","4.98M","-0.71%"
"Jul 09, 2013","197.23","194.32","198.67","194.21","4.15M","1.87%"
"Jul 08, 2013","193.61","193.81","195.36","192.72","4.14M","0.37%"
"Jul 05, 2013","192.90","193.49","194.14","190.66","3.97M","0.26%"
"Jul 03, 2013","192.40","194.15","194.15","191.21","4.85M","-1.09%"
"Jul 02, 2013","194.53","193.07","194.78","190.75","6.04M","0.58%"
"Jul 01, 2013","193.40","192.26","194.85","191.72","4.50M","1.28%"
"Jun 28, 2013","190.96","192.90","193.29","190.90","11.64M","-1.29%"
"Jun 27, 2013","193.45","191.08","194.71","191.08","5.51M","1.83%"
"Jun 26, 2013","189.98","189.65","190.68","187.42","5.28M","0.28%"
"Jun 25, 2013","189.45","187.44","190.16","185.74","5.14M","1.75%"
"Jun 24, 2013","186.19","192.15","192.15","183.32","5.83M","-3.20%"
"Jun 21, 2013","192.34","193.51","195.61","191.25","9.58M","-0.55%"
"Jun 20, 2013","193.41","196.87","197.47","192.19","6.01M","-2.21%"
"Jun 19, 2013","197.78","198.15","199.96","196.77","4.41M","-0.44%"
"Jun 18, 2013","198.66","196.98","199.24","196.70","4.27M","0.71%"
"Jun 17, 2013","197.26","197.77","199.25","196.29","4.32M","0.41%"
"Jun 14, 2013","196.46","199.72","200.93","195.25","6.71M","-1.37%"
"Jun 13, 2013","199.18","192.23","199.98","192.08","6.35M","3.50%"
"Jun 12, 2013","192.45","193.66","195.30","191.74","4.63M","-0.03%"
"Jun 11, 2013","192.50","194.87","194.87","191.50","4.57M","-1.62%"
"Jun 10, 2013","195.67","196.10","197.09","193.87","3.69M","-0.11%"
"Jun 07, 2013","195.88","196.60","197.69","194.42","4.91M","-0.16%"
"Jun 06, 2013","196.20","195.13","196.56","193.81","4.88M","0.58%"
"Jun 05, 2013","195.06","198.57","199.16","194.97","4.48M","-2.34%"
"Jun 04, 2013","199.74","199.27","201.33","197.20","5.96M","0.29%"
"Jun 03, 2013","199.17","198.17","200.38","195.95","6.69M","0.67%"
"May 31, 2013","197.85","201.12","202.43","197.85","14.43M","-2.07%"
"May 30, 2013","202.04","202.47","203.79","201.58","5.43M","0.02%"
"May 29, 2013","202.00","203.49","203.66","200.24","6.03M","-1.50%"
"May 28, 2013","205.07","203.46","207.00","203.46","5.99M","1.33%"
"May 24, 2013","202.37","203.12","204.07","201.63","3.95M","-1.03%"
"May 23, 2013","204.48","206.37","206.37","202.13","5.44M","-1.16%"
"May 22, 2013","206.87","211.30","213.78","204.37","7.90M","-1.95%"
"May 21, 2013","210.99","208.44","213.31","208.13","4.56M","1.34%"
"May 20, 2013","208.19","204.60","209.06","203.77","4.55M","1.56%"
"May 17, 2013","205.00","201.78","205.73","201.78","4.50M","1.93%"
"May 16, 2013","201.12","202.08","205.79","200.18","4.83M","-0.86%"
"May 15, 2013","202.87","203.09","203.66","200.90","4.30M","-0.89%"
"May 14, 2013","204.69","203.70","206.33","202.52","4.08M","0.25%"
"May 13, 2013","204.18","206.27","206.50","203.67","3.48M","-1.39%"
"May 10, 2013","207.05","205.91","207.11","203.24","4.54M","0.82%"
"May 09, 2013","205.36","207.56","208.28","204.45","4.32M","-1.12%"
"May 08, 2013","207.68","201.92","208.57","201.68","5.69M","3.02%"
"May 07, 2013","201.60","199.36","202.36","199.36","4.21M","1.17%"
"May 06, 2013","199.27","199.51","200.54","197.59","5.02M","0.00%"
"May 03, 2013","199.27","192.44","200.00","192.44","5.48M","3.80%"
"May 02, 2013","191.98","192.33","193.10","189.40","4.40M","0.19%"
"May 01, 2013","191.62","195.01","195.01","191.03","5.10M","-2.34%"
"Apr 30, 2013","196.22","193.16","196.22","190.58","6.68M","1.23%"
"Apr 29, 2013","193.84","192.35","194.63","191.23","4.65M","1.04%"
"Apr 26, 2013","191.84","194.81","194.81","190.58","6.15M","-1.60%"
"Apr 25, 2013","194.95","194.05","198.54","193.55","8.92M","0.85%"
"Apr 24, 2013","193.31","189.04","193.39","189.04","6.25M","2.36%"
"Apr 23, 2013","188.85","189.17","190.84","186.86","6.30M","0.15%"
"Apr 22, 2013","188.56","189.34","189.43","184.57","4.93M","-0.21%"
"Apr 19, 2013","188.95","189.23","190.77","185.70","6.16M","0.24%"
"Apr 18, 2013","188.49","188.92","191.83","185.45","7.60M","0.01%"
"Apr 17, 2013","188.48","192.15","192.15","186.03","7.64M","-2.10%"
"Apr 16, 2013","192.53","189.91","192.74","189.64","7.38M","1.57%"
"Apr 15, 2013","189.55","197.30","197.30","188.88","7.90M","-4.26%"
"Apr 12, 2013","197.98","200.93","201.60","195.79","5.52M","-1.62%"
"Apr 11, 2013","201.24","202.52","203.80","199.70","6.37M","-0.74%"
"Apr 10, 2013","202.75","202.31","203.57","201.19","5.56M","0.58%"
"Apr 09, 2013","201.59","197.21","202.92","197.19","7.11M","2.61%"
"Apr 08, 2013","196.47","195.01","196.47","193.84","4.38M","0.73%"
"Apr 05, 2013","195.05","194.26","195.42","190.57","6.75M","0.17%"
"Apr 04, 2013","194.71","193.62","197.56","192.73","5.89M","0.55%"
"Apr 03, 2013","193.65","196.58","197.99","191.51","8.62M","-1.54%"
"Apr 02, 2013","196.67","203.42","203.42","195.51","7.58M","-3.14%"
"Apr 01, 2013","203.05","207.82","208.61","202.37","6.17M","-2.25%"
"Mar 28, 2013","207.73","207.38","208.29","205.95","6.70M","-0.08%"
"Mar 27, 2013","207.90","208.52","208.52","204.69","9.31M","-1.04%"
"Mar 26, 2013","210.09","208.59","210.09","207.53","5.16M","0.62%"
"Mar 25, 2013","208.79","208.51","209.32","206.32","5.24M","0.37%"
"Mar 22, 2013","208.03","208.85","209.74","207.39","3.67M","-0.16%"
"Mar 21, 2013","208.36","208.13","211.46","207.63","5.12M","-0.25%"
"Mar 20, 2013","208.88","207.35","209.69","206.10","5.74M","1.30%"
"Mar 19, 2013","206.20","208.57","208.57","203.87","7.30M","-1.17%"
"Mar 18, 2013","208.64","209.72","209.76","206.73","4.56M","-0.78%"
"Mar 15, 2013","210.27","208.71","211.62","208.29","9.58M","0.76%"
