"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2017","243.80","243.07","245.72","242.50","16.62M","0.38%"
"Oct 03, 2017","242.87","243.85","244.22","240.00","25.78M","-0.06%"
"Oct 02, 2017","243.01","239.03","243.77","238.22","20.46M","1.19%"
"Sep 29, 2017","240.15","238.69","240.98","238.18","16.85M","0.66%"
"Sep 28, 2017","238.58","236.62","238.95","234.59","21.76M","0.05%"
"Sep 27, 2017","238.45","234.66","238.58","231.70","23.94M","2.30%"
"Sep 26, 2017","233.10","233.42","235.54","232.93","18.55M","-0.01%"
"Sep 25, 2017","233.13","232.44","233.65","229.09","22.58M","0.07%"
"Sep 22, 2017","232.96","231.25","233.55","229.36","27.60M","-0.04%"
"Sep 21, 2017","233.06","237.49","238.34","232.01","23.92M","-2.51%"
"Sep 20, 2017","239.05","236.59","240.10","236.58","23.48M","1.43%"
"Sep 19, 2017","235.68","233.63","236.49","231.15","20.39M","0.79%"
"Sep 18, 2017","233.84","231.63","234.89","231.12","22.83M","1.19%"
"Sep 15, 2017","231.09","229.95","232.84","229.52","29.24M","-0.04%"
"Sep 14, 2017","231.18","233.21","233.21","228.94","29.03M","-0.83%"
"Sep 13, 2017","233.11","231.01","233.63","230.51","18.00M","0.31%"
"Sep 12, 2017","232.39","231.48","232.64","226.27","25.16M","-0.19%"
"Sep 11, 2017","232.83","236.99","237.37","232.42","21.48M","-0.55%"
"Sep 08, 2017","234.11","233.47","235.10","229.74","24.25M","-0.09%"
"Sep 07, 2017","234.32","236.95","237.99","232.37","21.49M","-1.07%"
"Sep 06, 2017","236.85","236.39","239.19","235.38","20.44M","0.51%"
"Sep 05, 2017","235.64","238.51","242.44","233.13","31.86M","-0.89%"
"Sep 01, 2017","237.75","237.01","239.18","236.61","17.63M","1.08%"
"Aug 31, 2017","235.22","238.51","239.42","234.83","19.46M","-0.77%"
"Aug 30, 2017","237.05","233.31","237.86","231.96","22.41M","1.49%"
"Aug 29, 2017","233.57","229.52","235.43","227.88","24.83M","0.94%"
"Aug 28, 2017","231.40","232.12","232.50","229.73","14.67M","-0.08%"
"Aug 25, 2017","231.59","232.04","232.58","229.90","13.53M","0.49%"
"Aug 24, 2017","230.47","231.98","232.97","229.49","16.87M","-0.56%"
"Aug 23, 2017","231.77","228.33","232.65","227.31","18.78M","0.96%"
"Aug 22, 2017","229.57","225.63","230.11","225.19","28.54M","2.34%"
"Aug 21, 2017","224.31","226.64","226.96","224.20","17.46M","-0.80%"
"Aug 18, 2017","226.11","226.49","227.92","224.58","19.29M","-0.15%"
"Aug 17, 2017","226.45","233.28","233.56","226.30","21.85M","-3.87%"
"Aug 16, 2017","235.56","232.02","236.49","231.96","25.53M","2.13%"
"Aug 15, 2017","230.64","231.32","233.61","229.22","16.07M","-0.31%"
"Aug 14, 2017","231.36","230.02","231.95","229.79","16.98M","1.00%"
"Aug 11, 2017","229.08","232.25","234.00","228.94","18.69M","-2.04%"
"Aug 10, 2017","233.84","233.75","236.62","233.64","19.01M","-0.84%"
"Aug 09, 2017","235.83","236.91","237.03","235.35","17.33M","-0.92%"
"Aug 08, 2017","238.02","238.38","240.81","234.54","23.19M","-0.39%"
"Aug 07, 2017","238.96","237.67","240.17","237.25","21.72M","1.26%"
"Aug 04, 2017","235.98","234.65","236.17","233.61","17.51M","0.97%"
"Aug 03, 2017","233.71","232.78","235.07","232.09","15.15M","0.27%"
"Aug 02, 2017","233.09","232.26","233.89","230.15","19.85M","-0.15%"
"Aug 01, 2017","233.45","237.39","237.53","232.81","23.42M","-1.39%"
"Jul 31, 2017","236.74","237.17","238.05","234.82","26.23M","0.63%"
"Jul 28, 2017","235.26","240.97","240.97","233.82","48.31M","-3.12%"
"Jul 27, 2017","242.84","241.80","245.41","240.72","33.53M","0.36%"
"Jul 26, 2017","241.96","252.29","252.60","241.12","66.49M","-3.06%"
"Jul 25, 2017","249.60","248.01","252.40","248.01","40.56M","1.96%"
"Jul 24, 2017","244.81","244.71","245.74","242.16","22.91M","0.09%"
"Jul 21, 2017","244.60","245.73","246.57","244.41","23.25M","-0.50%"
"Jul 20, 2017","245.84","246.72","246.76","240.92","28.44M","-0.41%"
"Jul 19, 2017","246.84","242.08","247.04","241.05","33.12M","2.30%"
"Jul 18, 2017","241.28","243.33","243.78","238.31","23.14M","-1.09%"
"Jul 17, 2017","243.95","242.27","244.85","240.99","20.97M","1.03%"
"Jul 14, 2017","241.46","244.50","244.70","241.23","23.47M","-1.14%"
"Jul 13, 2017","244.25","239.90","245.85","237.09","43.17M","2.10%"
"Jul 12, 2017","239.22","238.93","240.86","237.57","21.88M","0.58%"
"Jul 11, 2017","237.85","237.52","239.01","235.67","21.51M","0.41%"
"Jul 10, 2017","236.89","233.51","239.46","231.86","23.02M","0.87%"
"Jul 07, 2017","234.84","238.85","239.50","230.96","32.07M","-1.67%"
"Jul 06, 2017","238.82","237.51","242.26","237.08","20.69M","0.05%"
"Jul 05, 2017","238.69","238.87","239.65","234.42","27.61M","0.07%"
"Jul 03, 2017","238.52","236.39","239.61","235.25","16.22M","1.47%"
"Jun 30, 2017","235.06","236.60","239.92","235.02","34.84M","0.11%"
"Jun 29, 2017","234.80","234.92","237.10","232.94","31.78M","0.44%"
"Jun 28, 2017","233.78","228.18","234.62","228.18","32.28M","3.40%"
"Jun 27, 2017","226.09","229.53","232.62","226.09","27.88M","-1.12%"
"Jun 26, 2017","228.64","229.82","230.90","226.06","30.64M","-0.31%"
"Jun 23, 2017","229.35","227.20","232.30","226.24","38.78M","1.36%"
"Jun 22, 2017","226.27","225.15","227.30","222.43","26.43M","1.21%"
"Jun 21, 2017","223.57","224.86","227.08","222.48","28.90M","0.06%"
"Jun 20, 2017","223.43","222.96","224.94","220.74","23.61M","-0.26%"
"Jun 19, 2017","224.02","224.86","229.47","223.52","35.29M","0.91%"
"Jun 16, 2017","221.99","220.59","223.82","218.10","32.67M","0.43%"
"Jun 15, 2017","221.05","230.64","231.45","220.71","39.91M","-5.69%"
"Jun 14, 2017","234.38","240.52","240.74","231.83","37.83M","-2.62%"
"Jun 13, 2017","240.68","239.56","243.11","239.52","27.86M","0.51%"
"Jun 12, 2017","239.47","238.03","242.28","237.10","29.08M","0.50%"
"Jun 09, 2017","238.27","236.77","239.05","234.53","34.89M","0.62%"
"Jun 08, 2017","236.81","227.70","238.08","226.13","42.36M","3.96%"
"Jun 07, 2017","227.78","230.57","231.58","224.55","43.22M","-0.56%"
"Jun 06, 2017","229.07","231.49","231.49","228.62","25.71M","-1.58%"
"Jun 05, 2017","232.75","229.47","234.13","229.47","25.47M","1.10%"
"Jun 02, 2017","230.21","231.30","232.16","229.77","19.19M","-0.57%"
"Jun 01, 2017","231.54","228.08","231.56","226.78","39.69M","1.51%"
"May 31, 2017","228.09","228.33","229.25","222.77","53.01M","-0.50%"
"May 30, 2017","229.24","226.21","229.94","225.52","27.78M","0.90%"
"May 26, 2017","227.19","229.39","229.71","226.54","23.98M","-1.00%"
"May 25, 2017","229.48","232.22","233.75","228.58","28.74M","-0.80%"
"May 24, 2017","231.32","234.72","238.16","230.14","60.09M","-0.45%"
"May 23, 2017","232.36","224.82","234.16","223.72","33.61M","3.63%"
"May 22, 2017","224.21","225.87","226.94","222.93","22.53M","-0.11%"
"May 19, 2017","224.46","222.85","226.59","222.26","25.81M","1.60%"
"May 18, 2017","220.93","219.90","222.80","218.13","29.18M","-0.39%"
"May 17, 2017","221.80","225.75","226.58","221.24","27.40M","-2.95%"
"May 16, 2017","228.54","227.76","229.86","225.55","21.00M","0.52%"
"May 15, 2017","227.36","227.24","228.51","225.81","24.28M","0.98%"
"May 12, 2017","225.16","225.66","226.78","223.94","27.01M","-0.67%"
"May 11, 2017","226.69","229.93","230.23","225.35","27.19M","-1.41%"
"May 10, 2017","229.94","231.46","232.23","227.94","42.82M","-0.64%"
"May 09, 2017","231.41","235.61","236.31","230.66","22.49M","-1.77%"
"May 08, 2017","235.59","236.12","236.30","234.05","17.62M","-0.72%"
"May 05, 2017","237.31","238.76","239.48","234.96","24.54M","-0.19%"
"May 04, 2017","237.76","235.21","239.02","234.54","28.81M","0.49%"
"May 03, 2017","236.59","242.32","242.46","235.20","31.18M","-3.01%"
"May 02, 2017","243.94","243.76","246.35","242.71","25.49M","-0.28%"
"May 01, 2017","244.63","244.33","248.03","241.33","39.25M","0.53%"
"Apr 28, 2017","243.33","245.66","247.18","243.19","35.16M","-0.93%"
"Apr 27, 2017","245.62","245.04","247.56","242.86","61.08M","-0.31%"
"Apr 26, 2017","246.39","240.08","247.72","239.38","117.83M","-2.23%"
"Apr 25, 2017","252.01","253.61","255.06","249.52","49.93M","0.36%"
"Apr 24, 2017","251.10","249.51","252.77","246.90","33.84M","2.58%"
"Apr 21, 2017","244.78","244.84","245.55","241.41","32.78M","0.03%"
"Apr 20, 2017","244.70","235.50","246.10","235.50","56.50M","4.94%"
"Apr 19, 2017","233.19","235.51","237.36","232.58","31.92M","-0.09%"
"Apr 18, 2017","233.41","230.86","236.13","230.12","33.77M","-0.11%"
"Apr 17, 2017","233.67","235.16","235.86","231.53","34.53M","-0.12%"
"Apr 13, 2017","233.94","240.08","241.27","233.92","38.86M","-2.54%"
"Apr 12, 2017","240.04","248.47","248.47","239.73","49.24M","-4.71%"
"Apr 11, 2017","251.91","248.09","252.18","244.88","25.29M","1.34%"
"Apr 10, 2017","248.57","251.56","251.93","246.36","21.38M","-1.02%"
"Apr 07, 2017","251.12","245.45","252.79","244.83","31.15M","1.61%"
"Apr 06, 2017","247.15","245.66","249.45","243.58","26.92M","0.68%"
"Apr 05, 2017","245.48","254.19","257.00","245.06","29.26M","-2.49%"
"Apr 04, 2017","251.76","249.42","253.03","248.31","21.31M","0.67%"
"Apr 03, 2017","250.09","251.08","253.34","246.49","24.44M","0.22%"
"Mar 31, 2017","249.54","249.61","251.46","246.89","23.93M","-0.21%"
"Mar 30, 2017","250.07","248.64","252.22","248.64","27.08M","0.56%"
"Mar 29, 2017","248.67","249.28","250.86","247.23","22.83M","-0.62%"
"Mar 28, 2017","250.22","245.14","252.02","244.15","28.62M","2.14%"
